no,name,attributes,ability_name,ability_desc,strong_against,weak_to,resists,resisted_by,skills,image
302,画间沉铁兽,"普通,武",变形活画,攻击时，敌方每有1层增益，本次技能威力+10%。,"普通,冰,恶","武,萌,翼,幻","幽,地,虫,恶","幽,毒,虫,翼,萌,幻",扫尾;魔法增效;防御;先发制人;力量增效;飞踢;主场优势;许愿星;应激反应;回旋踢;突袭;提气;反击拳;热身运动;影袭;截拳;星星撞击;恶能量;升龙咆哮;球状闪电;贯手;火焰冲锋;鬼火;花香;冰爪;噬心;透射;械斗;碰爪;星云漩涡;跺地;毒沼;泡沫;风矢;借用;加固;压扁;吞噬;幻象;快速移动;惊吓盒子;星轨裂变;有效预防;气沉丹田;湮灭;灵媒;爆冲;空间压迫;能量刃;能量炮;超维投射;连续爪击;魔能爆;鼓劲,images/sprites/画间沉铁兽.png
303,书魔虫,普通,图书守卫者,图书守卫者,,武,幽,"地,幽,机械",粒子对撞;魔法增效;防御;先发制人;许愿星;力量增效;能量刃;防反;垂死反击;吞噬;连续爪击;突袭;星星撞击;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;雪替身;掩护;虹光冲击;离子震荡;魅惑;冥想;淤泥表皮;溃烂触碰;水泡盾;风矢;休息回复;伺机而动;借用;吓退;嗜痛;大爆炸;彗星;斩断;无畏之心;湮灭;蓄能轰击;血气;魔能爆,images/sprites/书魔虫.png
304,书卷守护,普通,图书守卫者,图书守卫者,,武,幽,"地,幽,机械",粒子对撞;魔法增效;防御;先发制人;许愿星;力量增效;能量刃;防反;垂死反击;吞噬;连续爪击;突袭;星星撞击;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;雪替身;掩护;虹光冲击;离子震荡;魅惑;冥想;淤泥表皮;溃烂触碰;水泡盾;风矢;休息回复;伺机而动;借用;吓退;嗜痛;大爆炸;彗星;斩断;无畏之心;湮灭;蓄能轰击;血气;魔能爆,images/sprites/书卷守护.png
305,古卷执政官,"普通,幻",图书守卫者,"入场时,若自己魔力值为1,自己获得双攻+50%","毒,武",虫,幻,"机械,光,地,幽,幻",粒子对撞;魔法增效;防御;先发制人;许愿星;力量增效;能量刃;防反;空间压迫;冥想;垂死反击;吞噬;连续爪击;突袭;错乱;星星撞击;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;雪替身;掩护;虹光冲击;离子震荡;魅惑;念力膨胀;淤泥表皮;溃烂触碰;水泡盾;风矢;休息回复;伺机而动;借用;叠势;坍缩;大爆炸;天光;彗星;斩断;无畏之心;有效预防;湮灭;蓄能轰击;血气;透射;防御反击;魔能爆,images/sprites/古卷执政官.png
306,古卷匣魔像,"普通,武",构装契约者,"入场时，若自己魔力值为1,自己获得双防+50%","普通,冰,恶","武,萌,翼,幻","幽,地,虫,恶","幽,毒,虫,翼,萌,幻",粒子对撞;魔法增效;防御;先发制人;许愿星;力量增效;能量刃;血气;影袭;反击拳;防御反击;垂死反击;吞噬;连续爪击;突袭;星星撞击;等价交换;升龙咆哮;集中;贯手;火焰护盾;虚化;蜡质膜;雪替身;掩护;虹光冲击;离子震荡;魅惑;冥想;淤泥表皮;溃烂触碰;水泡盾;风墙;休息回复;伺机而动;借用;叠势;听桥;嗜痛;大爆炸;崩拳;彗星;掠夺;斩断;无畏之心;湮灭;蓄能轰击;虚假破产;防反;魔能爆,images/sprites/古卷匣魔像.png
307,绒绒,"光,虫",绒粉星光,攻击时，若敌方血脉是非本系的系别血脉，技能威力+100%。,"恶,幻","幽,翼,火","幻,恶,武","火,冰,毒,武,翼,萌,机械",脉冲光线;假寐;镜像反射;虫网;捆缚;啃咬;力量增效;落星;漫反射;草虫冲击;虫鸣;虫群智慧;光球;放晴;虹光冲击;光刃;休息回复;贪婪;升龙咆哮;麻痹;化劲;引燃;勾魂;徒长;霜降;尾后针;折线冲击;啮合传递;飞吻;超维投射;泥浆铠甲;毒孢子;蓄水;羽化加速;取念;应激反应;快速移动;扇风;摇篮曲;晒太阳;激怒;精神扰乱;虫结阵;贮藏;退化;防御;风起;飞断;魔法增效;鸣叫,images/sprites/绒绒.png
308,小绒茧,"光,虫",绒粉星光,攻击时，若敌方血脉是非本系的系别血脉，技能威力+100%。,"恶,幻","幽,翼,火","幻,恶,武","火,冰,毒,武,翼,萌,机械",脉冲光线;假寐;镜像反射;虫网;捆缚;啃咬;力量增效;落星;漫反射;草虫冲击;虫鸣;虫群智慧;光球;放晴;虹光冲击;光刃;休息回复;贪婪;升龙咆哮;麻痹;化劲;引燃;勾魂;徒长;霜降;尾后针;折线冲击;啮合传递;飞吻;超维投射;泥浆铠甲;毒孢子;蓄水;羽化加速;取念;应激反应;快速移动;扇风;摇篮曲;晒太阳;激怒;精神扰乱;虫结阵;贮藏;退化;防御;风起;飞断;魔法增效;鸣叫,images/sprites/小绒茧.png
309,绒仙子,"光,虫",绒粉星光,攻击时，若敌方血脉是非本系的系别血脉，技能威力+100%。,"恶,幻","幽,翼,火","幻,恶,武","火,冰,毒,武,翼,萌,机械",脉冲光线;假寐;镜像反射;虫网;捆缚;啃咬;力量增效;落星;漫反射;草虫冲击;虫鸣;虫群智慧;光球;放晴;虹光冲击;光刃;休息回复;贪婪;升龙咆哮;麻痹;化劲;引燃;勾魂;徒长;霜降;尾后针;折线冲击;啮合传递;飞吻;超维投射;泥浆铠甲;毒孢子;蓄水;羽化加速;取念;应激反应;快速移动;扇风;摇篮曲;晒太阳;激怒;精神扰乱;虫结阵;贮藏;退化;防御;风起;飞断;魔法增效;鸣叫,images/sprites/绒仙子.png
310,犀角鸟,光,月光审批,攻击时，若敌方血脉是首领血脉，技能威力+100%。,"幽,恶","幽,草","幻,恶","草,冰",力量增效;透射;先发制人;防御;漫反射;光之矛;三连破;光刃;热身运动;折射;快速移动;偷袭;猛烈撞击;恶能量;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;灵媒;花香;冰爪;噬心;折线冲击;械斗;碰爪;念力膨胀;跺地;毒沼;泡沫;风矢;乘风;倾泻;刺盾;复写;崩拳;无影脚;星轨裂变;晒太阳;粒子对撞;精神扰乱;羽化加速;连续爪击;风起;风隐,images/sprites/犀角鸟.png
311,光纤兽,光,月光审批,攻击时，若敌方血脉是首领血脉，技能威力+100%。,"幽,恶","幽,草","幻,恶","草,冰",力量增效;透射;先发制人;防御;漫反射;光之矛;三连破;光刃;热身运动;折射;快速移动;偷袭;猛烈撞击;恶能量;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;灵媒;花香;冰爪;噬心;折线冲击;械斗;碰爪;念力膨胀;跺地;毒沼;泡沫;风矢;乘风;倾泻;刺盾;复写;崩拳;无影脚;星轨裂变;晒太阳;粒子对撞;精神扰乱;羽化加速;连续爪击;风起;风隐,images/sprites/光纤兽.png
312,疾光千兽,光,月光审批,攻击时，若敌方血脉是首领血脉，技能威力+100%。,"幽,恶","幽,草","幻,恶","草,冰",力量增效;透射;先发制人;防御;漫反射;光之矛;三连破;光刃;热身运动;折射;快速移动;偷袭;猛烈撞击;恶能量;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;灵媒;花香;冰爪;噬心;折线冲击;械斗;碰爪;念力膨胀;跺地;毒沼;泡沫;风矢;乘风;倾泻;刺盾;复写;崩拳;无影脚;星轨裂变;晒太阳;粒子对撞;精神扰乱;羽化加速;连续爪击;风起;风隐,images/sprites/疾光千兽.png
313,果冻,水,茶多酚,离场后，更换入场的精灵回复20%生命且免疫寄生。,"火,地,机械","草,电","火,机械","草,冰,龙",水弹;洗礼;防御;落星;泡沫;泡沫幻影;肥皂泡;潮涌;水刃;防反;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;雪替身;掩护;虹光冲击;离子震荡;魅惑;冥想;淤泥表皮;毒沼;水弹枪;羽翼庇护;力量增效;复写;天洪;水幕冲击;水炮;水环;突袭;蓄水;血气;许愿星;阻断;魔法增效,images/sprites/果冻.png
314,抹茶布丁,"水,草",茶多酚,离场后，更换入场的精灵回复20%生命且免疫寄生。,"地,水,光","草,虫,冰,毒,翼","机械,水,地,光","龙,草,冰,毒,虫,翼",水弹;洗礼;防御;落星;泡沫;泡沫幻影;肥皂泡;潮涌;水刃;花炮;蜡质膜;棘突;叶绿光束;防反;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;荆棘爪;雪替身;掩护;虹光冲击;离子震荡;魅惑;冥想;淤泥表皮;毒沼;水弹枪;羽翼庇护;光能聚集;力量增效;复写;天洪;捧杀;水幕冲击;水炮;水环;破罐破摔;突袭;纤维化;蓄水;血气;许愿星;阻断;魔法增效;魔能爆,images/sprites/抹茶布丁.png
315,椰浆布丁,"水,冰",吉利丁片,离场后，更换入场的精灵获得双防+20%且免疫冻结。,"地,翼","草,电,地,武","水,光,冰",冰,水弹;洗礼;防御;落星;泡沫;泡沫幻影;肥皂泡;潮涌;水刃;霜冻;冰蛋壳;冷风;寒风吹;防反;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;冰爪;掩护;虹光冲击;离子震荡;魅惑;冥想;淤泥表皮;毒沼;水弹枪;羽翼庇护;冰墙;力量增效;复写;天洪;打雪仗;捧杀;水幕冲击;水炮;水环;破罐破摔;突袭;蓄水;血气;许愿星;阻断;魔法增效;魔能爆,images/sprites/椰浆布丁.png
316,熔岩布丁,"水,火",美拉德反应,离场后，更换入场的精灵获得双攻+20%且免疫灼烧。,"机械,火,虫","电,水,地","火,机械,冰,萌,虫","龙,水",水弹;洗礼;防御;落星;泡沫;泡沫幻影;肥皂泡;潮涌;水刃;怒火;淬火;火焰切割;火焰护盾;防反;等价交换;升龙咆哮;集中;反击拳;火焰箭;虚化;蜡质膜;雪替身;掩护;虹光冲击;离子震荡;魅惑;冥想;淤泥表皮;毒沼;水弹枪;羽翼庇护;力量增效;吹火;复写;天洪;捧杀;水幕冲击;水炮;水环;突袭;蓄水;血气;许愿星;超级糖果;阻断;高温回火;魔法增效;魔能爆,images/sprites/熔岩布丁.png
317,星尘虫,虫,契约的形状,契约的形状,"草,幻,恶","翼,火","草,武","火,毒,武,翼,萌,幽,机械",防御;啃咬;耀眼;飞断;假寐;虫刺;休息回复;掩护;网缚;食腐;先发制人;虫结阵;虫蛊;虫群;吓退;虫击;防反;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;雪替身;尾后针;虹光冲击;离子震荡;魅惑;冥想;淤泥表皮;溃烂触碰;水泡盾;羽翼庇护;乘胜追击;借用;刺盾;坍缩;壁垒;天旋地转;有效预防;泥巴喷射;热身运动;石肤术;硬化;粒子对撞;落石;虫群过境;追打;陨石,images/sprites/星尘虫.png
318,落星虫,虫,契约的形状,契约的形状,"草,幻,恶","翼,火","草,武","火,毒,武,翼,萌,幽,机械",防御;啃咬;耀眼;飞断;假寐;虫刺;休息回复;掩护;网缚;食腐;先发制人;虫结阵;虫蛊;虫群;吓退;虫击;防反;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;雪替身;尾后针;虹光冲击;离子震荡;魅惑;冥想;淤泥表皮;溃烂触碰;水泡盾;羽翼庇护;乘胜追击;借用;刺盾;坍缩;壁垒;天旋地转;有效预防;泥巴喷射;热身运动;石肤术;硬化;粒子对撞;落石;虫群过境;追打;陨石,images/sprites/落星虫.png
319,陨星虫,虫,契约的形状,契约的形状,"草,幻,恶","翼,火","草,武","火,毒,武,翼,萌,幽,机械",防御;啃咬;耀眼;飞断;假寐;虫刺;休息回复;掩护;网缚;食腐;先发制人;虫结阵;虫蛊;虫群;吓退;虫击;防反;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;雪替身;尾后针;虹光冲击;离子震荡;魅惑;冥想;淤泥表皮;溃烂触碰;水泡盾;羽翼庇护;乘胜追击;借用;刺盾;坍缩;壁垒;天旋地转;有效预防;泥巴喷射;热身运动;石肤术;硬化;粒子对撞;落石;虫群过境;追打;陨石,images/sprites/陨星虫.png
320,双灯鱼,"水,电",对流,自己的能耗增加变为能耗降低；能耗降低变为能耗增加。,"火,水,翼,机械","草,地","火,机械,翼","草,龙,冰,电",魔法增效;水弹;超导加速;加大功率;能量炮;润泽;倾泻;落雨;激流;双联脉冲;落雷;水光冲击;强制重启;水波术;星星撞击;黑手;升龙咆哮;触电;贯手;火爪;灵媒;荆棘爪;霜降;尾后针;虹光冲击;离子震荡;魅惑;针状物;跺地;毒沼;水弹枪;风矢;伪造账单;借用;快速移动;恐吓;打湿;掠夺;摇篮曲;涌泉;耀眼;跌落;重击;防御;阻断,images/sprites/双灯鱼.png
321,利灯鱼,"水,电",对流,自己的能耗增加变为能耗降低；能耗降低变为能耗增加。,"火,水,翼,机械","草,地","火,机械,翼","草,龙,冰,电",魔法增效;水弹;超导加速;加大功率;能量炮;润泽;倾泻;落雨;激流;双联脉冲;落雷;水光冲击;强制重启;水波术;星星撞击;黑手;升龙咆哮;触电;贯手;火爪;灵媒;荆棘爪;霜降;尾后针;虹光冲击;离子震荡;魅惑;针状物;跺地;毒沼;水弹枪;风矢;伪造账单;借用;快速移动;恐吓;打湿;掠夺;摇篮曲;涌泉;耀眼;跌落;重击;防御;阻断,images/sprites/利灯鱼.png
322,月牙雪熊,"冰,幻",月牙雪糕,使用攻击技能时，敌方每层冻结视为1层额外星陨印记。,"草,地,龙,毒,武,翼","火,地,机械,幽,虫","水,光,冰,幻","机械,火,光,冰,幻",防御;冰锥;粒子对撞;丢冰块;霜降;冰点;暴风雪;星链;冥想;空间压迫;冰天雪地;双星;冰雹;防反;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;冰爪;掩护;透射;械斗;碰爪;念力膨胀;淤泥表皮;毒沼;水泡盾;风墙;偷袭;先发制人;冰墙;力量增效;压扁;吓退;壁垒;复写;无畏之心;血气;超维投射;霜天;鸣沙陷阱,images/sprites/月牙雪熊.png
323,嗜光嗡嗡,"恶,光",血型吸引,敌方每携带1种系别的技能，自己攻击时威力+10。,"幽,毒,萌,幻","光,武,虫,萌,草","恶,幻","草,光,虫,武,萌,",魔法增效;迫害;黑手;贪婪;蝙蝠;漫反射;光球;力量吞噬;先发制人;暗箱操作;过曝;光刃;牵连;灾厄;跌落;拍击;诋毁;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;幻象;花香;冷风;噬心;折线冲击;离子震荡;魅惑;星云漩涡;扬沙;溃烂触碰;泡沫;鹰爪;倾泻;光之矛;力量增效;埋伏;复写;尾后针;恶意逃离;激怒;热身运动;腐蚀酸液;虫击;虫群过境;虫鸣;连续毒针;连续爪击;防御;阻断;隐藏条款,images/sprites/嗜光嗡嗡.png
324,窃光蚊,"恶,光",血型吸引,敌方每携带1种系别的技能，自己攻击时威力+10。,"幽,毒,萌,幻","光,武,虫,萌,草","恶,幻","草,光,虫,武,萌,",魔法增效;迫害;黑手;贪婪;蝙蝠;漫反射;光球;力量吞噬;先发制人;暗箱操作;过曝;光刃;牵连;灾厄;跌落;拍击;诋毁;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;幻象;花香;冷风;噬心;折线冲击;离子震荡;魅惑;星云漩涡;扬沙;溃烂触碰;泡沫;鹰爪;倾泻;光之矛;力量增效;埋伏;复写;尾后针;恶意逃离;激怒;热身运动;腐蚀酸液;虫击;虫群过境;虫鸣;连续毒针;连续爪击;防御;阻断;隐藏条款,images/sprites/窃光蚊.png
325,柴渣虫,"火,草",煤渣草,在场时，所有灼烧的衰减变为增长。,"草,光,冰","火,毒,翼","草,萌,机械,光,电","龙,火,毒,翼",防御;种子弹;火焰冲锋;高温回火;引燃;火焰护盾;灼伤;充分燃烧;纤维化;藤绞;酶浓度调整;炙热波动;抽枝;防反;等价交换;升龙咆哮;集中;反击拳;火焰箭;虚化;荆棘爪;雪替身;掩护;虹光冲击;离子震荡;魅惑;冥想;淤泥表皮;毒沼;水弹枪;羽翼庇护;倾泻;力量增效;嗜痛;复写;山火;报复;无畏之心;淬火;移花接木;蜡质膜;血气;见招拆招;诡刺;顶端优势,images/sprites/柴渣虫.png
326,燃薪虫,"火,草",煤渣草,在场时，所有灼烧的衰减变为增长。,"草,光,冰","火,毒,翼","草,萌,机械,光,电","龙,火,毒,翼",防御;种子弹;火焰冲锋;高温回火;引燃;火焰护盾;灼伤;充分燃烧;纤维化;藤绞;酶浓度调整;炙热波动;抽枝;防反;等价交换;升龙咆哮;集中;反击拳;火焰箭;虚化;荆棘爪;雪替身;掩护;虹光冲击;离子震荡;魅惑;冥想;淤泥表皮;毒沼;水弹枪;羽翼庇护;倾泻;力量增效;嗜痛;复写;山火;报复;无畏之心;淬火;移花接木;蜡质膜;血气;见招拆招;诡刺;顶端优势,images/sprites/燃薪虫.png
327,空空颅,幽,搜刮,敌方每使用1次【聚能】技能或更换精灵，自己入场时获得魔攻+20%。,"光,幻,幽","光,幽,恶","普通,毒,虫,武","普通,恶",防御;灵媒;勾魂;灵光;魔法增效;音爆;晒太阳;幽灵爆发;嘲弄;背袭;降灵;惊吓盒子;快速移动;拍击;恶能量;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;鬼火;花香;冷风;噬心;虹光冲击;离子震荡;魅惑;星云漩涡;扬沙;溃烂触碰;泡沫;鹰爪;伪造账单;倾泻;取念;多维击打;怒火;持续高温;掠夺;易燃物质;烈焰风暴;突袭;精神扰乱;跌落;阳火增辉;阻断,images/sprites/空空颅.png
328,夜宿颅,幽,搜刮,敌方每使用1次【聚能】技能或更换精灵，自己入场时获得魔攻+20%。,"光,幻,幽","光,幽,恶","普通,毒,虫,武","普通,恶",防御;灵媒;勾魂;灵光;魔法增效;音爆;晒太阳;幽灵爆发;嘲弄;背袭;降灵;惊吓盒子;快速移动;拍击;恶能量;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;鬼火;花香;冷风;噬心;虹光冲击;离子震荡;魅惑;星云漩涡;扬沙;溃烂触碰;泡沫;鹰爪;伪造账单;倾泻;取念;多维击打;怒火;持续高温;掠夺;易燃物质;烈焰风暴;突袭;精神扰乱;跌落;阳火增辉;阻断,images/sprites/夜宿颅.png
329,夜枭,幽,搜刮,敌方每使用1次【聚能】技能或更换精灵，自己入场时获得魔攻+20%。,"光,幻,幽","光,幽,恶","普通,毒,虫,武","普通,恶",防御;灵媒;勾魂;灵光;魔法增效;音爆;晒太阳;幽灵爆发;嘲弄;背袭;降灵;惊吓盒子;快速移动;拍击;恶能量;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;鬼火;花香;冷风;噬心;虹光冲击;离子震荡;魅惑;星云漩涡;扬沙;溃烂触碰;泡沫;鹰爪;伪造账单;倾泻;取念;多维击打;怒火;持续高温;掠夺;易燃物质;烈焰风暴;突袭;精神扰乱;跌落;阳火增辉;阻断,images/sprites/夜枭.png
330,粉粉星,"电,幻",星地善良,回合结束时，若场上的己方精灵能量等于0，自己立即替换此精灵。,"水,毒,武,翼","地,幽,虫","翼,电,机械,武,幻","草,光,地,龙,电,机械,幻",超导;星轨裂变;电磁偏转;针状物;魔法增效;感电;过载回路;大爆炸;远程访问;落雷;超维投射;湮灭;麻痹;星星撞击;贪婪;升龙咆哮;触电;化劲;引燃;勾魂;徒长;霜降;假寐;虹光冲击;啮合传递;甜心续航;念力膨胀;泥浆铠甲;毒孢子;蓄水;羽化加速;二律背反;借用;加大功率;吓退;坍缩;天光;应激反应;心灵洞悉;快速移动;晒太阳;精神扰乱;聒噪;防御,images/sprites/粉粉星.png
331,小皮球,"电,幻",星地善良,回合结束时，若场上的己方精灵能量等于0，自己立即替换此精灵。,"水,毒,武,翼","地,幽,虫","翼,电,机械,武,幻","草,光,地,龙,电,机械,幻",超导;星轨裂变;电磁偏转;针状物;魔法增效;感电;过载回路;大爆炸;远程访问;落雷;超维投射;湮灭;麻痹;星星撞击;贪婪;升龙咆哮;触电;化劲;引燃;勾魂;徒长;霜降;假寐;虹光冲击;啮合传递;甜心续航;念力膨胀;泥浆铠甲;毒孢子;蓄水;羽化加速;二律背反;借用;加大功率;吓退;坍缩;天光;应激反应;心灵洞悉;快速移动;晒太阳;精神扰乱;聒噪;防御,images/sprites/小皮球.png
332,贝瑟,"机械,火",贪心算法,1号位技能获得传动1，且使用后使敌方获得6层灼烧。,"冰,草,虫,萌","火,水,武,地","普通,毒,冰,翼,虫,萌,草,机械,龙,幻","水,火,龙,电",离子震荡;杠杆置换;能量守恒;磁暴;引燃;易燃物质;焚烧烙印;防御;倾泻;联动装置;烈焰风暴;天火;燃尽;星星撞击;贪婪;升龙咆哮;麻痹;化劲;火焰箭;灵媒;徒长;霜降;假寐;虹光冲击;金属噪音;甜心续航;超维投射;泥浆铠甲;毒孢子;蓄水;羽化加速;主场优势;二律背反;充分燃烧;取念;啮合传递;四维降解;无畏之心;星轨裂变;晒太阳;有效预防;火焰护盾;热身;轴承支撑;魔法增效;鼓劲,images/sprites/贝瑟.png
